,ID,Datetime,Count
105,105,29-08-2012 09:00,2.0
106,106,29-08-2012 10:00,4.0
107,107,29-08-2012 11:00,2.0
108,108,29-08-2012 12:00,2.0
109,109,29-08-2012 13:00,2.0
110,110,29-08-2012 14:00,4.0
111,111,29-08-2012 15:00,2.0
112,112,29-08-2012 16:00,2.0
113,113,29-08-2012 17:00,2.0
114,114,29-08-2012 18:00,2.0
115,115,29-08-2012 19:00,2.0
116,116,29-08-2012 20:00,2.0
117,117,29-08-2012 21:00,2.0
118,118,29-08-2012 22:00,2.0
119,119,29-08-2012 23:00,4.0
120,120,30-08-2012 00:00,2.0
121,121,30-08-2012 01:00,8.0
122,122,30-08-2012 02:00,4.0
123,123,30-08-2012 03:00,2.0
124,124,30-08-2012 04:00,4.0
125,125,30-08-2012 05:00,2.0
126,126,30-08-2012 06:00,2.0
127,127,30-08-2012 07:00,2.0
128,128,30-08-2012 08:00,2.0
129,129,30-08-2012 09:00,2.0
130,130,30-08-2012 10:00,2.0
131,131,30-08-2012 11:00,4.0
132,132,30-08-2012 12:00,2.0
133,133,30-08-2012 13:00,2.0
134,134,30-08-2012 14:00,2.0
135,135,30-08-2012 15:00,4.0
136,136,30-08-2012 16:00,4.0
137,137,30-08-2012 17:00,2.0
138,138,30-08-2012 18:00,4.0
139,139,30-08-2012 19:00,2.0
140,140,30-08-2012 20:00,6.0
141,141,30-08-2012 21:00,4.0
142,142,30-08-2012 22:00,2.0
143,143,30-08-2012 23:00,4.0
144,144,31-08-2012 00:00,6.0
145,145,31-08-2012 01:00,4.0
146,146,31-08-2012 02:00,2.0
147,147,31-08-2012 03:00,2.0
148,148,31-08-2012 04:00,2.0
149,149,31-08-2012 05:00,2.0
150,150,31-08-2012 06:00,2.0
151,151,31-08-2012 07:00,6.0
152,152,31-08-2012 08:00,2.0
153,153,31-08-2012 09:00,2.0
154,154,31-08-2012 10:00,4.0
155,155,31-08-2012 11:00,2.0
156,156,31-08-2012 12:00,2.0
157,157,31-08-2012 13:00,4.0
158,158,31-08-2012 14:00,4.0
159,159,31-08-2012 15:00,2.0
160,160,31-08-2012 16:00,2.0
161,161,31-08-2012 17:00,2.0
162,162,31-08-2012 18:00,2.0
163,163,31-08-2012 19:00,4.0
164,164,31-08-2012 20:00,4.0
165,165,31-08-2012 21:00,2.0
166,166,31-08-2012 22:00,4.0
167,167,31-08-2012 23:00,10.0
168,168,01-09-2012 00:00,8.0
169,169,01-09-2012 01:00,4.0
170,170,01-09-2012 02:00,4.0
171,171,01-09-2012 03:00,2.0
172,172,01-09-2012 04:00,2.0
173,173,01-09-2012 05:00,2.0
174,174,01-09-2012 06:00,4.0
175,175,01-09-2012 07:00,4.0
176,176,01-09-2012 08:00,2.0
177,177,01-09-2012 09:00,2.0
178,178,01-09-2012 10:00,8.0
179,179,01-09-2012 11:00,8.0
180,180,01-09-2012 12:00,6.0
181,181,01-09-2012 13:00,6.0
182,182,01-09-2012 14:00,6.0
183,183,01-09-2012 15:00,6.0
184,184,01-09-2012 16:00,4.0
185,185,01-09-2012 17:00,4.0
186,186,01-09-2012 18:00,8.0
187,187,01-09-2012 19:00,2.0
188,188,01-09-2012 20:00,6.0
189,189,01-09-2012 21:00,2.0
190,190,01-09-2012 22:00,4.0
191,191,01-09-2012 23:00,8.0
192,192,02-09-2012 00:00,10.0
193,193,02-09-2012 01:00,2.0
194,194,02-09-2012 02:00,4.0
195,195,02-09-2012 03:00,2.0
196,196,02-09-2012 04:00,6.0
197,197,02-09-2012 05:00,4.0
198,198,02-09-2012 06:00,2.0
199,199,02-09-2012 07:00,4.0
200,200,02-09-2012 08:00,4.0
201,201,02-09-2012 09:00,6.0
202,202,02-09-2012 10:00,4.0
203,203,02-09-2012 11:00,2.0
204,204,02-09-2012 12:00,6.0
205,205,02-09-2012 13:00,10.0
206,206,02-09-2012 14:00,6.0
207,207,02-09-2012 15:00,4.0
208,208,02-09-2012 16:00,6.0
209,209,02-09-2012 17:00,4.0
210,210,02-09-2012 18:00,4.0
211,211,02-09-2012 19:00,8.0
212,212,02-09-2012 20:00,4.0
213,213,02-09-2012 21:00,8.0
214,214,02-09-2012 22:00,4.0
215,215,02-09-2012 23:00,4.0
216,216,03-09-2012 00:00,4.0
217,217,03-09-2012 01:00,2.0
218,218,03-09-2012 02:00,4.0
219,219,03-09-2012 03:00,4.0
220,220,03-09-2012 04:00,2.0
221,221,03-09-2012 05:00,4.0
222,222,03-09-2012 06:00,2.0
223,223,03-09-2012 07:00,6.0
224,224,03-09-2012 08:00,2.0
225,225,03-09-2012 09:00,2.0
226,226,03-09-2012 10:00,6.0
227,227,03-09-2012 11:00,8.0
228,228,03-09-2012 12:00,4.0
229,229,03-09-2012 13:00,2.0
230,230,03-09-2012 14:00,10.0
231,231,03-09-2012 15:00,4.0
232,232,03-09-2012 16:00,4.0
233,233,03-09-2012 17:00,8.0
234,234,03-09-2012 18:00,6.0
235,235,03-09-2012 19:00,6.0
236,236,03-09-2012 20:00,6.0
237,237,03-09-2012 21:00,2.0
238,238,03-09-2012 22:00,4.0
239,239,03-09-2012 23:00,6.0
240,240,04-09-2012 00:00,2.0
241,241,04-09-2012 01:00,4.0
242,242,04-09-2012 02:00,4.0
243,243,04-09-2012 03:00,2.0
244,244,04-09-2012 04:00,2.0
245,245,04-09-2012 05:00,2.0
246,246,04-09-2012 06:00,2.0
247,247,04-09-2012 07:00,2.0
248,248,04-09-2012 08:00,2.0
249,249,04-09-2012 09:00,4.0
250,250,04-09-2012 10:00,2.0
251,251,04-09-2012 11:00,2.0
252,252,04-09-2012 12:00,4.0
253,253,04-09-2012 13:00,2.0
254,254,04-09-2012 14:00,2.0
255,255,04-09-2012 15:00,4.0
256,256,04-09-2012 16:00,2.0
257,257,04-09-2012 17:00,2.0
258,258,04-09-2012 18:00,2.0
259,259,04-09-2012 19:00,2.0
260,260,04-09-2012 20:00,4.0
261,261,04-09-2012 21:00,4.0
262,262,04-09-2012 22:00,4.0
263,263,04-09-2012 23:00,4.0
264,264,05-09-2012 00:00,2.0
265,265,05-09-2012 01:00,4.0
266,266,05-09-2012 02:00,10.0
267,267,05-09-2012 03:00,4.0
268,268,05-09-2012 04:00,4.0
269,269,05-09-2012 05:00,2.0
270,270,05-09-2012 06:00,2.0
271,271,05-09-2012 07:00,2.0
272,272,05-09-2012 08:00,2.0
273,273,05-09-2012 09:00,4.0
274,274,05-09-2012 10:00,4.0
275,275,05-09-2012 11:00,2.0
276,276,05-09-2012 12:00,6.0
277,277,05-09-2012 13:00,2.0
278,278,05-09-2012 14:00,2.0
279,279,05-09-2012 15:00,4.0
280,280,05-09-2012 16:00,2.0
281,281,05-09-2012 17:00,2.0
282,282,05-09-2012 18:00,2.0
283,283,05-09-2012 19:00,8.0
284,284,05-09-2012 20:00,4.0
285,285,05-09-2012 21:00,8.0
286,286,05-09-2012 22:00,14.0
287,287,05-09-2012 23:00,8.0
288,288,06-09-2012 00:00,6.0
289,289,06-09-2012 01:00,2.0
290,290,06-09-2012 02:00,2.0
291,291,06-09-2012 03:00,2.0
292,292,06-09-2012 04:00,2.0
293,293,06-09-2012 05:00,2.0
294,294,06-09-2012 06:00,4.0
295,295,06-09-2012 07:00,6.0
296,296,06-09-2012 08:00,2.0
297,297,06-09-2012 09:00,6.0
298,298,06-09-2012 10:00,2.0
299,299,06-09-2012 11:00,6.0
300,300,06-09-2012 12:00,8.0
301,301,06-09-2012 13:00,6.0
302,302,06-09-2012 14:00,6.0
303,303,06-09-2012 15:00,6.0
304,304,06-09-2012 16:00,6.0
305,305,06-09-2012 17:00,2.0
306,306,06-09-2012 18:00,4.0
307,307,06-09-2012 19:00,2.0
308,308,06-09-2012 20:00,6.0
309,309,06-09-2012 21:00,2.0
310,310,06-09-2012 22:00,6.0
311,311,06-09-2012 23:00,4.0
312,312,07-09-2012 00:00,4.0
313,313,07-09-2012 01:00,2.0
314,314,07-09-2012 02:00,4.0
315,315,07-09-2012 03:00,2.0
316,316,07-09-2012 04:00,2.0
317,317,07-09-2012 05:00,2.0
318,318,07-09-2012 06:00,2.0
319,319,07-09-2012 07:00,2.0
320,320,07-09-2012 08:00,2.0
321,321,07-09-2012 09:00,4.0
322,322,07-09-2012 10:00,4.0
323,323,07-09-2012 11:00,2.0
324,324,07-09-2012 12:00,4.0
325,325,07-09-2012 13:00,2.0
326,326,07-09-2012 14:00,2.0
327,327,07-09-2012 15:00,2.0
328,328,07-09-2012 16:00,4.0
329,329,07-09-2012 17:00,6.0
330,330,07-09-2012 18:00,4.0
331,331,07-09-2012 19:00,2.0
332,332,07-09-2012 20:00,2.0
333,333,07-09-2012 21:00,4.0
334,334,07-09-2012 22:00,2.0
335,335,07-09-2012 23:00,2.0
336,336,08-09-2012 00:00,2.0
337,337,08-09-2012 01:00,36.0
338,338,08-09-2012 02:00,2.0
339,339,08-09-2012 03:00,4.0
340,340,08-09-2012 04:00,2.0
341,341,08-09-2012 05:00,2.0
342,342,08-09-2012 06:00,2.0
343,343,08-09-2012 07:00,2.0
344,344,08-09-2012 08:00,2.0
345,345,08-09-2012 09:00,2.0
346,346,08-09-2012 10:00,2.0
347,347,08-09-2012 11:00,2.0
348,348,08-09-2012 12:00,4.0
349,349,08-09-2012 13:00,4.0
350,350,08-09-2012 14:00,4.0
351,351,08-09-2012 15:00,2.0
352,352,08-09-2012 16:00,4.0
353,353,08-09-2012 17:00,2.0
354,354,08-09-2012 18:00,6.0
355,355,08-09-2012 19:00,2.0
356,356,08-09-2012 20:00,2.0
357,357,08-09-2012 21:00,4.0
358,358,08-09-2012 22:00,4.0
359,359,08-09-2012 23:00,2.0
360,360,09-09-2012 00:00,2.0
361,361,09-09-2012 01:00,2.0
362,362,09-09-2012 02:00,2.0
363,363,09-09-2012 03:00,2.0
364,364,09-09-2012 04:00,2.0
365,365,09-09-2012 05:00,2.0
366,366,09-09-2012 06:00,2.0
367,367,09-09-2012 07:00,2.0
368,368,09-09-2012 08:00,2.0
369,369,09-09-2012 09:00,4.0
370,370,09-09-2012 10:00,8.0
371,371,09-09-2012 11:00,4.0
372,372,09-09-2012 12:00,4.0
373,373,09-09-2012 13:00,6.0
374,374,09-09-2012 14:00,2.0
375,375,09-09-2012 15:00,4.0
376,376,09-09-2012 16:00,2.0
377,377,09-09-2012 17:00,2.0
378,378,09-09-2012 18:00,4.0
379,379,09-09-2012 19:00,2.0
380,380,09-09-2012 20:00,2.0
381,381,09-09-2012 21:00,2.0
382,382,09-09-2012 22:00,2.0
383,383,09-09-2012 23:00,2.0
384,384,10-09-2012 00:00,2.0
385,385,10-09-2012 01:00,2.0
386,386,10-09-2012 02:00,2.0
387,387,10-09-2012 03:00,2.0
388,388,10-09-2012 04:00,2.0
389,389,10-09-2012 05:00,2.0
390,390,10-09-2012 06:00,2.0
391,391,10-09-2012 07:00,2.0
392,392,10-09-2012 08:00,2.0
393,393,10-09-2012 09:00,2.0
394,394,10-09-2012 10:00,2.0
395,395,10-09-2012 11:00,2.0
396,396,10-09-2012 12:00,4.0
397,397,10-09-2012 13:00,2.0
398,398,10-09-2012 14:00,2.0
399,399,10-09-2012 15:00,2.0
400,400,10-09-2012 16:00,2.0
401,401,10-09-2012 17:00,6.0
402,402,10-09-2012 18:00,2.0
403,403,10-09-2012 19:00,2.0
404,404,10-09-2012 20:00,2.0
405,405,10-09-2012 21:00,4.0
406,406,10-09-2012 22:00,8.0
407,407,10-09-2012 23:00,4.0
408,408,11-09-2012 00:00,6.0
409,409,11-09-2012 01:00,2.0
410,410,11-09-2012 02:00,2.0
411,411,11-09-2012 03:00,2.0
412,412,11-09-2012 04:00,2.0
413,413,11-09-2012 05:00,2.0
414,414,11-09-2012 06:00,2.0
415,415,11-09-2012 07:00,4.0
416,416,11-09-2012 08:00,2.0
417,417,11-09-2012 09:00,2.0
418,418,11-09-2012 10:00,2.0
419,419,11-09-2012 11:00,2.0
420,420,11-09-2012 12:00,2.0
421,421,11-09-2012 13:00,2.0
422,422,11-09-2012 14:00,2.0
423,423,11-09-2012 15:00,2.0
424,424,11-09-2012 16:00,2.0
425,425,11-09-2012 17:00,2.0
426,426,11-09-2012 18:00,2.0
427,427,11-09-2012 19:00,2.0
428,428,11-09-2012 20:00,2.0
429,429,11-09-2012 21:00,2.0
430,430,11-09-2012 22:00,6.0
431,431,11-09-2012 23:00,2.0
432,432,12-09-2012 00:00,8.0
433,433,12-09-2012 01:00,2.0
434,434,12-09-2012 02:00,2.0
435,435,12-09-2012 03:00,2.0
436,436,12-09-2012 04:00,2.0
437,437,12-09-2012 05:00,2.0
438,438,12-09-2012 06:00,2.0
439,439,12-09-2012 07:00,2.0
440,440,12-09-2012 08:00,4.0
441,441,12-09-2012 09:00,6.0
442,442,12-09-2012 10:00,4.0
443,443,12-09-2012 11:00,4.0
444,444,12-09-2012 12:00,4.0
445,445,12-09-2012 13:00,2.0
446,446,12-09-2012 14:00,2.0
447,447,12-09-2012 15:00,4.0
448,448,12-09-2012 16:00,6.0
449,449,12-09-2012 17:00,2.0
450,450,12-09-2012 18:00,2.0
451,451,12-09-2012 19:00,4.0
452,452,12-09-2012 20:00,2.0
453,453,12-09-2012 21:00,6.0
454,454,12-09-2012 22:00,8.0
455,455,12-09-2012 23:00,2.0
456,456,13-09-2012 00:00,2.0
457,457,13-09-2012 01:00,6.0
458,458,13-09-2012 02:00,2.0
459,459,13-09-2012 03:00,2.0
460,460,13-09-2012 04:00,2.0
461,461,13-09-2012 05:00,2.0
462,462,13-09-2012 06:00,2.0
463,463,13-09-2012 07:00,2.0
464,464,13-09-2012 08:00,2.0
465,465,13-09-2012 09:00,2.0
466,466,13-09-2012 10:00,4.0
467,467,13-09-2012 11:00,2.0
468,468,13-09-2012 12:00,4.0
469,469,13-09-2012 13:00,2.0
470,470,13-09-2012 14:00,2.0
471,471,13-09-2012 15:00,2.0
472,472,13-09-2012 16:00,4.0
473,473,13-09-2012 17:00,2.0
474,474,13-09-2012 18:00,4.0
475,475,13-09-2012 19:00,4.0
476,476,13-09-2012 20:00,4.0
477,477,13-09-2012 21:00,2.0
478,478,13-09-2012 22:00,8.0
479,479,13-09-2012 23:00,4.0
480,480,14-09-2012 00:00,4.0
481,481,14-09-2012 01:00,2.0
482,482,14-09-2012 02:00,2.0
483,483,14-09-2012 03:00,2.0
484,484,14-09-2012 04:00,2.0
485,485,14-09-2012 05:00,2.0
486,486,14-09-2012 06:00,2.0
487,487,14-09-2012 07:00,2.0
488,488,14-09-2012 08:00,2.0
489,489,14-09-2012 09:00,2.0
490,490,14-09-2012 10:00,8.0
491,491,14-09-2012 11:00,6.0
492,492,14-09-2012 12:00,2.0
493,493,14-09-2012 13:00,4.0
494,494,14-09-2012 14:00,6.0
495,495,14-09-2012 15:00,4.0
496,496,14-09-2012 16:00,4.0
497,497,14-09-2012 17:00,2.0
498,498,14-09-2012 18:00,4.0
499,499,14-09-2012 19:00,6.0
500,500,14-09-2012 20:00,4.0
501,501,14-09-2012 21:00,4.0
502,502,14-09-2012 22:00,4.0
503,503,14-09-2012 23:00,4.0
504,504,15-09-2012 00:00,4.0
505,505,15-09-2012 01:00,8.0
506,506,15-09-2012 02:00,4.0
507,507,15-09-2012 03:00,4.0
508,508,15-09-2012 04:00,4.0
509,509,15-09-2012 05:00,2.0
510,510,15-09-2012 06:00,2.0
511,511,15-09-2012 07:00,4.0
512,512,15-09-2012 08:00,6.0
513,513,15-09-2012 09:00,2.0
514,514,15-09-2012 10:00,4.0
515,515,15-09-2012 11:00,8.0
516,516,15-09-2012 12:00,8.0
517,517,15-09-2012 13:00,4.0
518,518,15-09-2012 14:00,4.0
519,519,15-09-2012 15:00,2.0
520,520,15-09-2012 16:00,2.0
521,521,15-09-2012 17:00,2.0
522,522,15-09-2012 18:00,2.0
523,523,15-09-2012 19:00,2.0
524,524,15-09-2012 20:00,4.0
525,525,15-09-2012 21:00,2.0
526,526,15-09-2012 22:00,4.0
527,527,15-09-2012 23:00,4.0
528,528,16-09-2012 00:00,4.0
529,529,16-09-2012 01:00,2.0
530,530,16-09-2012 02:00,2.0
531,531,16-09-2012 03:00,2.0
532,532,16-09-2012 04:00,2.0
533,533,16-09-2012 05:00,2.0
534,534,16-09-2012 06:00,2.0
535,535,16-09-2012 07:00,2.0
536,536,16-09-2012 08:00,2.0
537,537,16-09-2012 09:00,4.0
538,538,16-09-2012 10:00,4.0
539,539,16-09-2012 11:00,8.0
540,540,16-09-2012 12:00,4.0
541,541,16-09-2012 13:00,2.0
542,542,16-09-2012 14:00,2.0
543,543,16-09-2012 15:00,2.0
544,544,16-09-2012 16:00,2.0
545,545,16-09-2012 17:00,6.0
546,546,16-09-2012 18:00,2.0
547,547,16-09-2012 19:00,2.0
548,548,16-09-2012 20:00,4.0
549,549,16-09-2012 21:00,2.0
550,550,16-09-2012 22:00,4.0
551,551,16-09-2012 23:00,2.0
552,552,17-09-2012 00:00,4.0
553,553,17-09-2012 01:00,2.0
554,554,17-09-2012 02:00,2.0
555,555,17-09-2012 03:00,2.0
556,556,17-09-2012 04:00,2.0
557,557,17-09-2012 05:00,2.0
558,558,17-09-2012 06:00,2.0
559,559,17-09-2012 07:00,2.0
560,560,17-09-2012 08:00,2.0
561,561,17-09-2012 09:00,4.0
562,562,17-09-2012 10:00,2.0
563,563,17-09-2012 11:00,4.0
564,564,17-09-2012 12:00,4.0
565,565,17-09-2012 13:00,2.0
566,566,17-09-2012 14:00,6.0
567,567,17-09-2012 15:00,6.0
568,568,17-09-2012 16:00,6.0
569,569,17-09-2012 17:00,8.0
570,570,17-09-2012 18:00,2.0
571,571,17-09-2012 19:00,2.0
572,572,17-09-2012 20:00,4.0
573,573,17-09-2012 21:00,4.0
574,574,17-09-2012 22:00,8.0
575,575,17-09-2012 23:00,10.0
576,576,18-09-2012 00:00,8.0
577,577,18-09-2012 01:00,14.0
578,578,18-09-2012 02:00,2.0
579,579,18-09-2012 03:00,8.0
580,580,18-09-2012 04:00,2.0
581,581,18-09-2012 05:00,2.0
582,582,18-09-2012 06:00,2.0
583,583,18-09-2012 07:00,6.0
584,584,18-09-2012 08:00,10.0
585,585,18-09-2012 09:00,12.0
586,586,18-09-2012 10:00,6.0
587,587,18-09-2012 11:00,8.0
588,588,18-09-2012 12:00,10.0
589,589,18-09-2012 13:00,12.0
590,590,18-09-2012 14:00,12.0
591,591,18-09-2012 15:00,2.0
592,592,18-09-2012 16:00,4.0
593,593,18-09-2012 17:00,4.0
594,594,18-09-2012 18:00,8.0
595,595,18-09-2012 19:00,6.0
596,596,18-09-2012 20:00,6.0
597,597,18-09-2012 21:00,12.0
598,598,18-09-2012 22:00,12.0
599,599,18-09-2012 23:00,20.0
600,600,19-09-2012 00:00,10.0
601,601,19-09-2012 01:00,16.0
602,602,19-09-2012 02:00,8.0
603,603,19-09-2012 03:00,4.0
604,604,19-09-2012 04:00,2.0
605,605,19-09-2012 05:00,2.0
606,606,19-09-2012 06:00,8.0
607,607,19-09-2012 07:00,2.0
608,608,19-09-2012 08:00,6.0
609,609,19-09-2012 09:00,6.0
610,610,19-09-2012 10:00,10.0
611,611,19-09-2012 11:00,8.0
612,612,19-09-2012 12:00,12.0
613,613,19-09-2012 13:00,2.0
614,614,19-09-2012 14:00,2.0
615,615,19-09-2012 15:00,8.0
616,616,19-09-2012 16:00,6.0
617,617,19-09-2012 17:00,10.0
618,618,19-09-2012 18:00,6.0
619,619,19-09-2012 19:00,4.0
620,620,19-09-2012 20:00,8.0
621,621,19-09-2012 21:00,6.0
622,622,19-09-2012 22:00,4.0
623,623,19-09-2012 23:00,8.0
624,624,20-09-2012 00:00,4.0
625,625,20-09-2012 01:00,8.0
626,626,20-09-2012 02:00,4.0
627,627,20-09-2012 03:00,2.0
628,628,20-09-2012 04:00,2.0
629,629,20-09-2012 05:00,4.0
630,630,20-09-2012 06:00,2.0
631,631,20-09-2012 07:00,4.0
632,632,20-09-2012 08:00,2.0
633,633,20-09-2012 09:00,4.0
634,634,20-09-2012 10:00,2.0
635,635,20-09-2012 11:00,4.0
636,636,20-09-2012 12:00,2.0
637,637,20-09-2012 13:00,4.0
638,638,20-09-2012 14:00,2.0
639,639,20-09-2012 15:00,10.0
640,640,20-09-2012 16:00,4.0
641,641,20-09-2012 17:00,2.0
642,642,20-09-2012 18:00,2.0
643,643,20-09-2012 19:00,2.0
644,644,20-09-2012 20:00,4.0
645,645,20-09-2012 21:00,2.0
646,646,20-09-2012 22:00,4.0
647,647,20-09-2012 23:00,4.0
648,648,21-09-2012 00:00,8.0
649,649,21-09-2012 01:00,6.0
650,650,21-09-2012 02:00,2.0
651,651,21-09-2012 03:00,4.0
652,652,21-09-2012 04:00,4.0
653,653,21-09-2012 05:00,2.0
654,654,21-09-2012 06:00,2.0
655,655,21-09-2012 07:00,2.0
656,656,21-09-2012 08:00,2.0
657,657,21-09-2012 09:00,4.0
658,658,21-09-2012 10:00,2.0
659,659,21-09-2012 11:00,4.0
660,660,21-09-2012 12:00,8.0
661,661,21-09-2012 13:00,4.0
662,662,21-09-2012 14:00,2.0
663,663,21-09-2012 15:00,4.0
664,664,21-09-2012 16:00,2.0
665,665,21-09-2012 17:00,2.0
666,666,21-09-2012 18:00,2.0
667,667,21-09-2012 19:00,4.0
668,668,21-09-2012 20:00,2.0
669,669,21-09-2012 21:00,4.0
670,670,21-09-2012 22:00,8.0
671,671,21-09-2012 23:00,6.0
672,672,22-09-2012 00:00,8.0
673,673,22-09-2012 01:00,4.0
674,674,22-09-2012 02:00,2.0
675,675,22-09-2012 03:00,2.0
676,676,22-09-2012 04:00,4.0
677,677,22-09-2012 05:00,4.0
678,678,22-09-2012 06:00,4.0
679,679,22-09-2012 07:00,2.0
680,680,22-09-2012 08:00,2.0
681,681,22-09-2012 09:00,4.0
682,682,22-09-2012 10:00,2.0
683,683,22-09-2012 11:00,6.0
684,684,22-09-2012 12:00,4.0
685,685,22-09-2012 13:00,4.0
686,686,22-09-2012 14:00,2.0
687,687,22-09-2012 15:00,2.0
688,688,22-09-2012 16:00,2.0
689,689,22-09-2012 17:00,4.0
690,690,22-09-2012 18:00,2.0
691,691,22-09-2012 19:00,2.0
692,692,22-09-2012 20:00,2.0
693,693,22-09-2012 21:00,4.0
694,694,22-09-2012 22:00,4.0
695,695,22-09-2012 23:00,2.0
696,696,23-09-2012 00:00,4.0
697,697,23-09-2012 01:00,4.0
698,698,23-09-2012 02:00,2.0
699,699,23-09-2012 03:00,4.0
700,700,23-09-2012 04:00,6.0
701,701,23-09-2012 05:00,2.0
702,702,23-09-2012 06:00,2.0
703,703,23-09-2012 07:00,2.0
704,704,23-09-2012 08:00,2.0
705,705,23-09-2012 09:00,2.0
706,706,23-09-2012 10:00,2.0
707,707,23-09-2012 11:00,6.0
708,708,23-09-2012 12:00,2.0
709,709,23-09-2012 13:00,4.0
710,710,23-09-2012 14:00,4.0
711,711,23-09-2012 15:00,8.0
712,712,23-09-2012 16:00,4.0
713,713,23-09-2012 17:00,6.0
714,714,23-09-2012 18:00,6.0
715,715,23-09-2012 19:00,8.0
716,716,23-09-2012 20:00,10.0
717,717,23-09-2012 21:00,4.0
718,718,23-09-2012 22:00,2.0
719,719,23-09-2012 23:00,6.0
720,720,24-09-2012 00:00,8.0
721,721,24-09-2012 01:00,10.0
722,722,24-09-2012 02:00,8.0
723,723,24-09-2012 03:00,2.0
724,724,24-09-2012 04:00,2.0
725,725,24-09-2012 05:00,4.0
726,726,24-09-2012 06:00,4.0
727,727,24-09-2012 07:00,4.0
728,728,24-09-2012 08:00,6.0
729,729,24-09-2012 09:00,10.0
730,730,24-09-2012 10:00,4.0
731,731,24-09-2012 11:00,6.0
732,732,24-09-2012 12:00,6.0
733,733,24-09-2012 13:00,8.0
734,734,24-09-2012 14:00,14.0
